DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:20726556-?,chr1:20726556,0.0,,,1.0,NR,4e-07,6.3979400086720375,(conditional),0.0375874,[0.023-0.052] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:26466831-?,chr1:26466831,0.0,,,1.0,NR,1e-06,6.0,(conditional),0.0337123,[0.02-0.047] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:26803430-?,chr1:26803430,0.0,,,1.0,NR,1e-12,12.0,(conditional),0.0440389,[0.032-0.056] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:27284913-?,chr1:27284913,0.0,,,1.0,NR,1e-08,8.0,(conditional),0.10193,[0.067-0.137] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:72838529-?,chr1:72838529,0.0,,,1.0,NR,2e-22,21.69897000433602,(conditional),0.0712657,[0.057-0.086] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:155262613-?,chr1:155262613,0.0,,,1.0,NR,2e-07,6.698970004336019,(conditional),0.0297382,[0.018-0.041] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr2:144765998-?,chr2:144765998,0.0,,,1.0,NR,3e-07,6.522878745280337,(conditional),0.0825307,[0.051-0.114] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr2:145256545-?,chr2:145256545,0.0,,,1.0,NR,1e-08,8.0,(conditional),0.0322497,[0.021-0.043] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr2:145704420-?,chr2:145704420,0.0,,,1.0,NR,7e-10,9.154901959985745,(conditional),0.0344434,[0.024-0.045] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr2:146352541-?,chr2:146352541,0.0,,,1.0,NR,4e-10,9.397940008672036,(conditional),0.0322683,[0.022-0.042] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr2:152198598-?,chr2:152198598,0.0,,,1.0,NR,7e-10,9.154901959985745,(conditional),0.0308955,[0.021-0.041] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:9521286-?,chr3:9521286,0.0,,,1.0,NR,5e-13,12.30102999566398,(conditional),0.0517581,[0.038-0.066] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr9:116942415-?,chr9:116942415,0.0,,,1.0,NR,2e-07,6.698970004336019,(conditional),0.0291204,[0.018-0.04] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr10:99061386-?,chr10:99061386,0.0,,,1.0,NR,5e-08,7.301029995663981,(conditional),0.0282209,[0.018-0.038] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr10:112195772-?,chr10:112195772,0.0,,,1.0,NR,2e-17,16.69897000433602,(conditional),0.445451,[0.34-0.55] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:6302626-?,chr12:6302626,0.0,,,1.0,NR,6e-08,7.221848749616356,(conditional),0.0309295,[0.02-0.042] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:21781181-?,chr12:21781181,0.0,,,1.0,NR,4e-07,6.3979400086720375,(conditional),0.029394,[0.018-0.041] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:33222686-?,chr12:33222686,0.0,,,1.0,NR,5e-17,16.30102999566398,(conditional),0.153962,[0.12-0.19] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:33409575-?,chr12:33409575,0.0,,,1.0,NR,9e-13,12.045757490560677,(conditional),0.0412136,[0.03-0.053] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:41806405-?,chr12:41806405,0.0,,,1.0,NR,1e-06,6.0,(conditional),0.0251014,[0.015-0.035] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr12:43046179-?,chr12:43046179,0.0,,,1.0,NR,7e-10,9.154901959985745,(conditional),0.0443743,[0.03-0.058] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr13:23770096-?,chr13:23770096,0.0,,,1.0,NR,9.999999999999999e-27,26.0,(conditional),0.511388,[0.42-0.61] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr14:30087621-?,chr14:30087621,0.0,,,1.0,NR,1e-07,7.0,(conditional),0.0369712,[0.023-0.051] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr14:101258584-?,chr14:101258584,0.0,,,1.0,NR,5e-13,12.30102999566398,(conditional),0.0868963,[0.063-0.11] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr16:88210774-?,chr16:88210774,0.0,,,1.0,NR,3e-07,6.522878745280337,(conditional),0.0336797,[0.021-0.047] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr17:27562990-?,chr17:27562990,0.0,,,1.0,NR,6e-07,6.221848749616356,(conditional),0.0275532,[0.017-0.038] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr17:34952964-?,chr17:34952964,0.0,,,1.0,NR,7e-06,5.154901959985743,(conditional),0.0276108,[0.016-0.04] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr18:13260027-?,chr18:13260027,0.0,,,1.0,NR,9e-08,7.045757490560675,(conditional),0.0276249,[0.017-0.038] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr19:1653120-?,chr19:1653120,0.0,,,1.0,NR,4e-07,6.3979400086720375,(conditional),0.0388458,[0.024-0.054] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr19:18826975-?,chr19:18826975,0.0,,,1.0,NR,2e-21,20.69897000433602,(conditional),0.0638402,[0.051-0.077] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr19:18860041-?,chr19:18860041,0.0,,,1.0,NR,3e-12,11.522878745280336,(conditional),0.214153,[0.15-0.27] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr19:19325963-?,chr19:19325963,0.0,,,1.0,NR,2e-09,8.698970004336019,(conditional),0.0523288,[0.035-0.069] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr20:39681683-?,chr20:39681683,0.0,,,1.0,NR,3e-07,6.522878745280337,(conditional),0.0321382,[0.02-0.044] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr22:30304334-?,chr22:30304334,0.0,,,1.0,NR,7e-09,8.154901959985743,(conditional),0.0595957,[0.039-0.08] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:39855177-?,chr1:39855177,0.0,,,1.0,NR,8e-44,43.096910013008056,(conditional),0.091086,[0.078-0.104] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:214145731-?,chr1:214145731,0.0,,,1.0,NR,8.000000000000001e-29,28.096910013008056,(conditional),0.061119,[0.05-0.072] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr1:214272242-?,chr1:214272242,0.0,,,1.0,NR,1e-18,18.0,(conditional),0.189805,[0.15-0.23] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:132042800-?,chr3:132042800,0.0,,,1.0,NR,1e-08,8.0,(conditional),0.411248,[0.27-0.55] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:141569324-?,chr3:141569324,0.0,,,1.0,NR,9e-08,7.045757490560675,(conditional),0.182225,[0.12-0.25] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:185255752-?,chr3:185255752,0.0,,,1.0,NR,9e-13,12.045757490560677,(conditional),0.0638929,[0.046-0.081] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:185261528-?,chr3:185261528,0.0,,,1.0,NR,7e-15,14.154901959985745,(conditional),0.0622103,[0.047-0.078] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr3:185354394-?,chr3:185354394,0.0,,,1.0,NR,3e-15,14.522878745280336,(conditional),0.111031,[0.084-0.139] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr4:76496817-?,chr4:76496817,0.0,,,1.0,NR,6e-08,7.221848749616356,(conditional),0.029472,[0.019-0.04] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr4:77503120-?,chr4:77503120,0.0,,,1.0,NR,3e-06,5.522878745280337,(conditional),0.0231935,[0.013-0.033] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr4:91288559-?,chr4:91288559,0.0,,,1.0,NR,4e-06,5.3979400086720375,(conditional),0.0289289,[0.017-0.041] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr4:106066820-?,chr4:106066820,0.0,,,1.0,NR,2e-08,7.698970004336019,(conditional),0.0387509,[0.025-0.052] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr4:140877659-?,chr4:140877659,0.0,,,1.0,NR,2e-09,8.698970004336019,(conditional),0.0318113,[0.021-0.042] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr5:87682877-?,chr5:87682877,0.0,,,1.0,NR,2e-07,6.698970004336019,(conditional),0.0316018,[0.02-0.043] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr5:138116995-?,chr5:138116995,0.0,,,1.0,NR,3e-09,8.522878745280337,(conditional),0.373119,[0.25-0.5] unit decrease,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr6:19718141-?,chr6:19718141,0.0,,,1.0,NR,6e-10,9.221848749616356,(conditional),0.0607208,[0.042-0.08] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr6:19811887-?,chr6:19811887,0.0,,,1.0,NR,1e-06,6.0,(conditional),0.0726361,[0.044-0.102] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
2020-09-14,32541925,Vujkovic M,2020-06-15,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/32541925,Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.,Type 2 diabetes,"148,726 European ancestry cases, 965,732 European ancestry controls",,,,,NR,,,,,,,chr6:41012117-?,chr6:41012117,0.0,,,1.0,NR,2e-07,6.698970004336019,(conditional),0.029607,[0.019-0.041] unit increase,"Affymetrix, Illumina [1198787] (imputed)",N
